134;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00104;SUNSTAR;KM -250B;80906487;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
135;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00105;JUKI;DLU-5490N-7;DLUYE18421;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
136;1-Needle sewing machine;1-Needle sewing machine;26;;22-4-00106;JUKI;DLU-5490N-7;DLUBH24876;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
137;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00107;SUNSTAR;KM-797BL-7S;80600385;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
138;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00108;SUNSTAR;KM-797BL-7S;80209746;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
139;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00109;SUNSTAR;KM-797BL-7S;80209144;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
140;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00110;SUNSTAR;KM-797BL-7S;80207776;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
141;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00111;SUNSTAR;KM-797BL-7S;80209747;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
142;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00112;SUNSTAR;KM-797BL-7S;71212124;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
143;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00113;SUNSTAR;KM-797BL-7S;10F00720;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
144;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00114;SUNSTAR;KM-797BL-7S;91000015;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
145;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00115;SUNSTAR;KM-797BL-7S;71213038;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
146;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00116;SUNSTAR;KM-797BL-7S;10F00702;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
147;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00117;SUNSTAR;KM-797BL-7S;71100184;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
148;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00118;SUNSTAR;KM-757BL-7S;80209151;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
149;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00119;SUNSTAR;KM-757BL-7S;71013569;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
150;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00120;SUNSTAR;KM-757BL-7S;71000088;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
151;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00121;SUNSTAR;KM-757BL-7S;71000089;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
152;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00122;SUNSTAR;KM-757BL-7S;71000091;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
153;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00123;SUNSTAR;KM-757BL-7S;80207226;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
154;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00124;SUNSTAR;KM-757BL-7S;80114286;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
155;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00125;SUNSTAR;KM-757BL-7S;71014075;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
156;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00126;SUNSTAR;KM-757BL-7S;71015646;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
157;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00127;SUNSTAR;KM-757BL-7S;71100088;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
158;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00128;SUNSTAR;KM-757BL-7S;71000093;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
159;2-Needle sewing machine;2-Needle sewing machine;26;;22-4-00129;SUNSTAR;KM-757BL-7S;80207232;0;2013-12-18 00:00:00;PRO;;;2015-12-31 00:00:00
